-789.403,244.75,5.2538,0.00657401,2.3028,0.000948002,-1.56905,4,-5.24972,-785.25,241.25,4.3,1.776,5,0,0,0,-1.57,-802.25,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-788.495,244.754,5.63664,0.0366567,2.29222,0.00590476,-1.5641,4,-5.24611,-784.417,241.25,4.3,1.776,5,0,0,0,-1.57,-801.417,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-787.524,244.764,6.01726,0.0769253,2.27935,0.0121638,-1.55784,4,-5.2364,-783.583,241.25,4.3,1.776,5,0,0,0,-1.57,-800.583,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-786.489,244.78,6.39532,0.11725,2.26392,0.0178216,-1.55218,4,-5.21988,-782.75,241.25,4.3,1.776,5,0,0,0,-1.57,-799.75,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-785.392,244.803,6.77053,0.152102,2.24566,0.0221023,-1.5479,4,-5.19711,-781.917,241.25,4.3,1.776,5,0,0,0,-1.57,-798.917,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-784.233,244.831,7.14252,0.179311,2.2243,0.0248845,-1.54512,4,-5.16923,-781.083,241.25,4.3,1.776,5,0,0,0,-1.57,-798.083,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-783.012,244.862,7.51085,0.198812,2.19963,0.0263657,-1.54363,4,-5.13754,-780.25,241.25,4.3,1.776,5,0,0,0,-1.57,-797.25,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-781.729,244.897,7.87494,0.211638,2.17141,0.026855,-1.54314,4,-5.10323,-779.417,241.25,4.3,1.776,5,0,0,0,-1.57,-796.417,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-780.387,244.933,8.23416,0.219231,2.13947,0.0266606,-1.54334,4,-5.06728,-778.583,241.25,4.3,1.776,5,0,0,0,-1.57,-795.583,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-778.985,244.969,8.58794,0.21864,2.10367,0.0255946,-1.54441,4,-5.03076,-777.75,241.25,4.3,1.776,5,0,0,0,-1.57,-794.75,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-777.525,245.005,8.93552,0.214088,2.06393,0.0241031,-1.5459,4,-4.99479,-776.917,241.25,4.3,1.776,5,0,0,0,-1.57,-793.917,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-776.007,245.04,9.27611,0.209522,2.0202,0.0227132,-1.54729,4,-4.95961,-776.083,241.25,4.3,1.776,5,0,0,0,-1.57,-793.083,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-774.433,245.075,9.60906,0.20595,1.97252,0.0215375,-1.54846,4,-4.92509,-775.25,241.25,4.3,1.776,5,0,0,0,-1.57,-792.25,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
-772.804,245.107,9.93425,0.174162,1.92098,0.018046,-1.55195,4,-4.89311,-774.417,241.25,4.3,1.776,5,0,0,0,-1.57,-791.417,248.25,4.3,1.776,5,0,0,0,-1.57,-730,243.0,0.6,0.7,0,0.0,0,0.0,-1.57,
