-724.158,248.372,7.51027,0.178512,-1.39754,0.0236448,-1.54636,4,-1.6277,-664.536,255.281,4.3,1.776,-12.4776,0.0423492,-1.06541,0.0127021,1.56821,
-722.924,248.402,7.29125,0.180541,-1.24521,0.024665,-1.54534,4,-1.5977,-666.63,255.288,4.3,1.776,-12.6499,0.0438223,-1.00252,0.00700801,1.56813,
-721.726,248.433,7.09076,0.181454,-1.16952,0.0255051,-1.54449,4,-1.56747,-668.752,255.295,4.3,1.776,-12.812,0.0445657,-0.943181,0.0032648,1.56811,
-720.56,248.463,6.89856,0.181774,-1.14225,0.026269,-1.54373,4,-1.53715,-670.9,255.303,4.3,1.776,-12.9645,0.0448523,-0.887181,0.000993667,1.56813,
-719.427,248.493,6.70817,0.181663,-1.14551,0.0270016,-1.543,4,-1.50682,-673.073,255.31,4.3,1.776,-13.1079,0.0448754,-0.834329,-0.000271943,1.56817,
-718.325,248.523,6.51559,0.181179,-1.16703,0.0277271,-1.54227,4,-1.47654,-675.269,255.318,4.3,1.776,-13.2427,0.0447601,-0.784451,-0.000907289,1.56821,
-717.255,248.554,6.31853,0.180359,-1.19798,0.0284623,-1.54154,4,-1.44637,-677.487,255.325,4.3,1.776,-13.3695,0.0445807,-0.737386,-0.00118157,1.56825,
-716.219,248.582,6.11657,0.157996,-1.23198,0.0262612,-1.54374,4,-1.41785,-679.725,255.332,4.3,1.776,-13.4887,0.0443771,-0.692983,-0.00127142,1.5683,
-715.216,248.605,5.90928,0.120986,-1.26464,0.0210234,-1.54898,4,-1.39484,-681.983,255.34,4.3,1.776,-13.6007,0.0441677,-0.651102,-0.00128328,1.56834,
-714.249,248.622,5.69664,0.087149,-1.29308,0.0157799,-1.55422,4,-1.37785,-684.258,255.347,4.3,1.776,-13.7058,0.0439587,-0.61161,-0.00127532,1.56838,
-713.318,248.634,5.47946,0.0631591,-1.31564,0.0118359,-1.55816,4,-1.36566,-686.551,255.354,4.3,1.776,-13.8047,0.0437501,-0.574381,-0.00127522,1.56842,
-712.45,248.643,4.92096,0.0488817,-2.69906,0.0100109,-1.55999,4,-1.35658,-688.86,255.362,4.3,1.776,-13.8974,0.0435394,-0.539297,-0.00129296,1.56846,
-711.662,248.651,4.5691,0.0483665,-1.71212,0.0104446,-1.55956,4,-1.34861,-691.183,255.369,4.3,1.776,-13.9845,0.0433234,-0.506245,-0.00132937,1.56849,
-710.922,248.66,4.31677,0.0575655,-1.36573,0.0126982,-1.55701,4,-1.33982,-693.521,255.376,4.3,1.776,-14.0663,0.0430993,-0.475117,-0.00138133,1.56853,
-710.215,248.671,4.27189,0.076636,2.15397,0.0144728,-1.55256,4,-1.32969,-695.872,255.383,4.3,1.776,-14.143,0.0428651,-0.44581,-0.00144459,1.56856,
-709.474,248.686,4.62532,0.101662,2.08772,0.012828,-1.54842,4,-1.31885,-698.235,255.39,4.3,1.776,-14.215,0.0426193,-0.418228,-0.00151523,1.56859,
-708.674,248.706,4.9658,0.134897,2.00417,0.00820892,-1.54346,4,-1.30974,-700.61,255.397,4.3,1.776,-14.2825,0.0423611,-0.392278,-0.00159016,1.56862,
-707.819,248.733,5.29024,0.190743,1.90595,0.00261069,-1.53502,4,-1.30403,-702.996,255.405,4.3,1.776,-14.3458,0.0420899,-0.36787,-0.0016672,1.56866,
-706.912,248.773,5.59509,0.281936,1.79409,-0.00278622,-1.5213,4,-1.3023,-705.391,255.412,4.3,1.776,-14.3974,0.0417864,-0.210782,-0.00205964,1.56869,
-705.956,248.831,5.87615,0.418829,1.6705,-0.00742786,-1.50117,4,-1.30437,-707.794,255.418,4.3,1.776,-14.4309,0.0414619,-0.191356,-0.00191792,1.56872,
-704.955,248.918,6.12833,0.609254,1.53795,-0.0111704,-1.47396,4,-1.30969,-710.201,255.425,4.3,1.776,-14.4612,0.0411486,-0.173163,-0.00188354,1.56874,
-703.915,249.041,6.34559,0.85863,1.39976,-0.0140939,-1.43931,4,-1.31753,-712.614,255.432,4.3,1.776,-14.4887,0.0408333,-0.156138,-0.00191471,1.56877,
-702.843,249.211,6.52091,1.17008,1.25956,-0.0163713,-1.39703,4,-1.32722,-715.031,255.439,4.3,1.776,-14.5133,0.0405086,-0.140218,-0.00198158,1.5688,
-701.745,249.44,6.64656,1.54346,1.12093,-0.0183081,-1.34714,4,-1.33826,-717.452,255.446,4.3,1.776,-14.5354,0.0401706,-0.125343,-0.00206482,1.56883,
-700.632,249.735,6.71555,1.97174,0.987103,-0.0208186,-1.29037,4,-1.35087,-719.876,255.452,4.3,1.776,-14.5552,0.0398179,-0.111457,-0.00215306,1.56885,
-699.512,250.106,6.72282,2.44293,0.860747,-0.0252077,-1.22792,4,-1.36671,-722.303,255.459,4.3,1.776,-14.5727,0.0394506,-0.0985032,-0.0022404,1.56888,
-698.397,250.558,6.66522,2.94418,0.743821,-0.0313182,-1.16094,4,-1.38875,-724.733,255.465,4.3,1.776,-14.5881,0.0390689,-0.0864312,-0.00232433,1.56891,
-697.299,251.098,6.52654,3.49098,0.637564,-0.03159,-1.08659,4,-1.41432,-727.166,255.472,4.3,1.776,-14.6015,0.0386737,-0.0751909,-0.00240423,1.56894,
-696.231,251.731,6.31061,4.05243,0.542539,-0.027792,-1.00719,4,-1.43656,-729.6,255.478,4.3,1.776,-14.6132,0.0382654,-0.0647353,-0.00248043,1.56897,
-695.204,252.457,6.02933,4.59887,0.458746,-0.0235061,-0.926472,4,-1.45353,-732.037,255.485,4.3,1.776,-14.6231,0.0378448,-0.0550195,-0.00255359,1.569,
-694.23,253.271,5.69126,5.11684,0.385756,-0.0199362,-0.845757,4,-1.46563,-734.475,255.491,4.3,1.776,-14.6315,0.0374121,-0.0460009,-0.0026244,1.56903,
-693.317,254.168,5.30273,5.59989,0.322839,-0.0173065,-0.765375,4,-1.47394,-736.914,255.497,4.3,1.776,-14.6385,0.0369678,-0.037639,-0.0026934,1.56906,
-692.473,255.142,4.8688,6.04433,0.26909,-0.0154934,-0.685296,4,-1.47952,-739.354,255.503,4.3,1.776,-14.6441,0.036512,-0.0298956,-0.00276102,1.5691,
-691.704,256.187,4.39486,6.44857,0.306332,-0.0143009,-0.605404,4,-1.48323,-741.795,255.509,4.3,1.776,-14.6485,0.0360451,-0.0227344,-0.00282752,1.56913,
-691.017,257.297,3.90845,6.84547,0.629774,-0.0140516,-0.525901,4,-1.486,-744.237,255.515,4.3,1.776,-14.6517,0.0355672,-0.0161209,-0.00289305,1.56916,
-690.411,258.474,3.4182,7.24511,0.904152,-0.0161936,-0.447752,4,-1.49014,-746.679,255.521,4.3,1.776,-14.6539,0.0350784,-0.0100227,-0.00295769,1.5692,
-689.887,259.717,2.92516,7.6419,1.15299,-0.0213759,-0.37219,4,-1.50012,-749.121,255.527,4.3,1.776,-14.6551,0.0345789,-0.00440911,-0.00302145,1.56923,
-689.445,261.025,2.43046,8.03521,1.39194,-0.0245467,-0.299972,4,-1.51719,-751.564,255.533,4.3,1.776,-14.6554,0.0340687,0.00187387,-0.00308692,1.56926,
-689.085,262.398,1.94542,8.42471,1.628,-0.0257912,-0.232604,4,-1.53872,-754.006,255.538,4.3,1.776,-14.6541,0.033547,0.0129325,-0.00315748,1.5693,
-688.804,263.835,1.48615,8.81273,1.86005,-0.0262611,-0.171983,4,-1.56358,-756.449,255.544,4.3,1.776,-14.6512,0.0330147,0.0219142,-0.00321774,1.56934,
-688.596,265.336,1.06846,9.20004,2.02044,-0.026465,-0.11964,4,-1.59167,-758.89,255.549,4.3,1.776,-14.6469,0.0324726,0.0291763,-0.00327365,1.56937,
-688.452,266.901,0.711456,9.56858,1.97498,-0.0266151,-0.0771728,4,-1.62338,-761.331,255.555,4.3,1.776,-14.6415,0.0319214,0.0350113,-0.00332825,1.56941,
-688.359,268.525,0.439051,9.91018,1.92363,-0.0264705,-0.0460733,4,-1.65911,-763.771,255.56,4.3,1.776,-14.6353,0.031361,0.0396597,-0.00338283,1.56945,
-688.305,270.204,0.253479,10.2328,1.86857,-0.0233756,-0.0256091,4,-1.69654,-766.209,255.565,4.3,1.776,-14.6284,0.0307914,0.0433195,-0.0034377,1.56948,
