-702.545,249.185,4.74099,0.849395,2.04345,-0.028647,-1.39661,4,-1.4115,-707.606,255.527,4.3,1.776,-14.1131,0.034539,-0.45724,-0.00301698,1.56914
-701.731,249.351,5.02396,1.13071,1.95174,-0.0241088,-1.35329,4,-1.4281,-709.964,255.533,4.3,1.776,-14.187,0.0340317,-0.428984,-0.00308023,1.56919
-700.873,249.569,5.26547,1.46809,1.84581,-0.0189024,-1.30333,4,-1.44043,-712.335,255.538,4.3,1.776,-14.2562,0.0335138,-0.402396,-0.00314253,1.56924
-699.98,249.847,5.45817,1.8533,1.72718,-0.0150497,-1.24836,4,-1.4484,-714.716,255.544,4.3,1.776,-14.3212,0.0329855,-0.377386,-0.00320387,1.56928
-699.059,250.194,5.59569,2.27769,1.59826,-0.0140235,-1.18948,4,-1.45371,-717.108,255.549,4.3,1.776,-14.3821,0.0324469,-0.353867,-0.00326422,1.56933
-698.12,250.614,5.67223,2.73371,1.46216,-0.0143099,-1.12726,4,-1.45873,-719.507,255.555,4.3,1.776,-14.4006,0.0318427,-0.0924215,-0.00355081,1.56938
-697.175,251.112,5.6835,3.21275,1.32241,-0.014122,-1.06213,4,-1.46349,-721.908,255.56,4.3,1.776,-14.4151,0.0312707,-0.0816023,-0.00339331,1.56942
-696.233,251.692,5.62749,3.70466,1.18265,-0.0137958,-0.994644,4,-1.46772,-724.312,255.565,4.3,1.776,-14.4278,0.0307111,-0.0715906,-0.00335604,1.56946
-695.307,252.354,5.50368,4.19992,1.0463,-0.013478,-0.925187,4,-1.47137,-726.717,255.57,4.3,1.776,-14.439,0.0301497,-0.0623374,-0.00338672,1.5695
-694.407,253.098,5.313,4.68955,0.916309,-0.0132171,-0.854036,4,-1.47448,-729.125,255.575,4.3,1.776,-14.4486,0.0295791,-0.0537967,-0.0034505,1.56954
-693.545,253.923,5.05771,5.16519,0.794961,-0.0130174,-0.781411,4,-1.47712,-731.533,255.58,4.3,1.776,-14.4569,0.0289964,-0.0459246,-0.00352627,1.56958
-692.731,254.825,4.74123,5.61918,0.683816,-0.0128677,-0.707506,4,-1.47936,-733.944,255.585,4.3,1.776,-14.464,0.0284008,-0.0386801,-0.00360263,1.56962
-691.975,255.8,4.36794,6.04465,0.583725,-0.0127541,-0.632492,4,-1.48128,-736.355,255.59,4.3,1.776,-14.4699,0.0277929,-0.0320242,-0.00367436,1.56967
-691.285,256.844,3.95392,6.45131,0.762719,-0.0128419,-0.556647,4,-1.48299,-738.767,255.594,4.3,1.776,-14.4747,0.0271736,-0.02592,-0.00373984,1.56971
-690.666,257.956,3.52062,6.86085,0.972892,-0.0142552,-0.480854,4,-1.48553,-741.18,255.599,4.3,1.776,-14.4785,0.0265441,-0.020333,-0.00379931,1.56976
-690.121,259.135,3.07175,7.26779,1.17254,-0.0186421,-0.406427,4,-1.492,-743.593,255.603,4.3,1.776,-14.4815,0.0259052,-0.0152305,-0.00385371,1.5698
-689.652,260.382,2.61255,7.6694,1.37076,-0.023321,-0.33456,4,-1.50589,-746.007,255.607,4.3,1.776,-14.4836,0.0252576,-0.0105817,-0.00390416,1.56984
-689.259,261.694,2.15072,8.06561,1.57357,-0.0257373,-0.26642,4,-1.52575,-748.421,255.611,4.3,1.776,-14.485,0.0246019,-0.00635779,-0.00395162,1.56989
-688.943,263.072,1.69689,8.45838,1.78102,-0.0264271,-0.203227,4,-1.54935,-750.835,255.615,4.3,1.776,-14.4858,0.0239386,-0.00253149,-0.00399682,1.56994
-688.7,264.515,1.2701,8.84986,1.9724,-0.0265136,-0.147006,4,-1.57578,-753.249,255.619,4.3,1.776,-14.4859,0.0232678,0.00226519,-0.00404231,1.56998
-688.525,266.023,0.888463,9.23427,2.02043,-0.0264958,-0.0994417,4,-1.60519,-755.664,255.623,4.3,1.776,-14.4849,0.0225894,0.00933454,-0.00408729,1.57003
-688.407,267.593,0.574373,9.59251,1.97277,-0.0265134,-0.0622206,4,-1.63813,-758.078,255.627,4.3,1.776,-14.4828,0.021904,0.0149413,-0.0041271,1.57008
-688.333,269.22,0.346304,9.92818,1.92125,-0.0256246,-0.0362033,4,-1.67456,-760.491,255.63,4.3,1.776,-14.48,0.0212122,0.0193374,-0.00416445,1.57012
-688.29,270.901,0.192718,10.2481,1.86602,-0.0199081,-0.0194426,4,-1.70973,-762.904,255.634,4.3,1.776,-14.4765,0.0205143,0.0227295,-0.00420065,1.57017
-688.27,272.635,0.0624244,10.5543,1.77575,-0.00709505,-0.00629873,4,-1.72952,-765.317,255.637,4.3,1.776,-14.4724,0.0198104,0.025288,-0.00423619,1.57022
-688.27,274.418,-0.0387688,10.8413,1.66881,0.00275116,0.00354748,4,-1.7302,-767.728,255.64,4.3,1.776,-14.4681,0.0191006,0.0271535,-0.00427114,1.57027
-688.283,276.248,-0.10844,11.1106,1.56924,0.00924258,0.0100389,4,-1.71696,-770.139,255.644,4.3,1.776,-14.4634,0.018385,0.0284424,-0.00430536,1.57032
-688.305,278.121,-0.152427,11.3638,1.4762,0.0131183,0.0139146,4,-1.69458,-772.549,255.647,4.3,1.776,-14.4586,0.0176638,0.0292508,-0.00433866,1.57037
-688.332,280.035,-0.152598,11.6025,1.38903,0.0133707,0.014167,4,-1.67076,-774.959,255.649,4.3,1.776,-14.4537,0.0169371,0.0296586,-0.00437086,1.57042
