518.159,0.0500794,416.102,
518.159,0.0500796,445.88,
518.159,0.0500782,476.664,
518.159,0.0500796,509.694,
515.597,0.0511642,539.83,
518.159,0.0500796,581.05,
518.159,0.0500796,619.289,
518.159,0.0500796,660.13,
518.159,0.0500796,710.627,
518.159,0.0500796,796.797,
516.321,0.0500796,893.158,
0,1,15717.4,
0,1,15691.5,
0,1,15669.5,
22.3068,0.737492,12363.8,
26.1602,0.739501,11271.2,
27.6449,0.742907,11204.5,
27.4648,0.746917,11123.8,
27.4648,0.728659,11007.1,
27.6448,0.738835,10903.8,
56.1532,0.731211,11020.2,
67.5942,0.718484,11010.3,
76.7836,0.7222,10843.1,
76.9957,0.710897,10968.8,
91.2855,0.702614,10857.7,
97.625,0.696284,10932.6,
97.625,0.693961,10809,
150.872,0.683454,10868,
89.7909,0.684252,10940.4,
176.36,0.686524,10954.1,
184.156,0.68334,10950.2,
189.816,0.678703,10934.1,
198.682,0.674527,10964.4,
210.12,0.66018,11022.4,
215.622,0.671724,11071.2,
219.347,0.67406,11054.5,
214.315,0.658785,11003.8,
214.315,0.664427,11057.4,
266.247,0.662977,11225.6,
266.247,0.663218,11191.5,
272.471,0.666917,11249.1,
275.192,0.663285,11452.4,
272.896,0.663285,11298.8,
272.051,0.638667,11675.4,
271.57,0.640448,11503.5,
269.712,0.628118,11941.5,
269.104,0.633117,11952,
268.92,0.637887,12160.2,
268.188,0.636188,12492.4,
268.009,0.641697,12256.7,
267.929,0.645933,12683,
527.365,0.0511733,429.921,
527.365,0.0509618,457.808,
527.365,0.0509618,486.844,
526.881,0.0511734,516.532,
527.365,0.0509618,549.016,
527.365,0.0509618,582.799,
527.365,0.0509618,617.906,
526.881,0.0509618,655.254,
527.365,0.0509618,695.281,
526.881,0.0511734,755.013,
526.881,0.0509618,844.236,
526.881,0.0509618,944.595,
0,1,15663.3,
0,1,15640.4,
20.7839,0.737239,12534.1,
24.976,0.741328,11292.9,
27.5407,0.742325,11215.2,
29.0278,0.739804,11116.7,
29.0277,0.738,10983.6,
29.0278,0.735982,11005.5,
29.0278,0.730309,11064.4,
62.7127,0.72861,11025.4,
73.7639,0.727546,10837,
82.4727,0.719841,10988.9,
89.8574,0.713691,10873.2,
96.8974,0.710113,10967.7,
99.4563,0.698746,10765.8,
99.4563,0.687325,10935.2,
168.644,0.689477,10944.2,
175.17,0.687495,10905.1,
183.512,0.683096,10849.5,
190.874,0.67599,10816.2,
195.233,0.680952,10793.6,
208.213,0.666357,10848.8,
207.216,0.667331,10947.6,
212.225,0.67094,11046.9,
216.517,0.667243,11095,
218.267,0.668352,11105.8,
217.94,0.663656,10945.2,
268.425,0.676217,11208.4,
277.966,0.677624,11272,
285.021,0.658608,11157.4,
282.143,0.654299,11485.2,
282.535,0.662192,11317.7,
281.992,0.663859,11695.1,
280.693,0.651956,11522.8,
280.285,0.651956,11982.6,
280.082,0.651341,11857.3,
279.753,0.642532,12238.5,
278.828,0.644525,12479.5,
278.828,0.650413,12146.3,
533.775,0.0484643,450.815,
534.311,0.0507095,476.793,
534.311,0.0507095,503.485,
534.311,0.0507095,531.005,
534.311,0.0507095,560.491,
534.311,0.0507095,591.12,
534.311,0.0507095,623.095,
534.311,0.0507095,657.481,
534.311,0.0507095,693.336,
534.311,0.0507095,731.821,
534.311,0.0507095,801.675,
533.775,0.0484646,894.748,
0,1,14245,
0,1,15654.4,
0,1,15633.7,
24.2015,0.739909,12301.4,
26.5259,0.743996,11250.6,
29.5783,0.744138,11139.8,
29.5783,0.738036,10991.4,
29.6806,0.737863,11063.6,
29.6806,0.740841,11098.7,
52.0133,0.730542,11070.4,
69.5343,0.722843,10869.4,
78.8629,0.720793,11007.5,
88.0331,0.715682,10934.6,
94.1337,0.70791,10970,
101.114,0.696716,10831.7,
102.344,0.696657,10965.8,
61.9802,0.698897,10943.7,
172.555,0.68904,10802.4,
185.582,0.686863,10859.9,
194.558,0.680387,10927.6,
202.075,0.68067,10942.6,
208.215,0.666678,10960.4,
213.844,0.671066,10955,
219.981,0.673294,10912.7,
215.68,0.671379,10942.4,
220.328,0.667369,11065,
222.996,0.667379,11169.2,
274.446,0.662803,11086,
282.877,0.664951,11133,
282.697,0.666361,11324.1,
290.122,0.65612,11191.2,
289.886,0.65612,11487.5,
289.697,0.65612,11446.9,
288.556,0.646631,11688,
288.181,0.652202,11653.1,
287.486,0.655307,12005.5,
287.721,0.658657,11747.5,
287.721,0.658657,12320.8,
285.555,0.657735,12441,
544.78,0.0511949,476.809,
544.78,0.0511949,500.022,
544.78,0.0511949,524.969,
544.78,0.051189,550.421,
544.78,0.0511949,577.09,
544.78,0.051189,604.515,
544.78,0.051189,633.976,
544.78,0.051189,664.652,
544.78,0.0511949,697.789,
544.78,0.051189,731.974,
544.78,0.051189,768.894,
544.78,0.0511949,850.822,
544.78,0.051189,947.299,
0,1,15627.7,
0,1,15606.1,
22.2824,0.739692,12597,
25.533,0.739699,11269.1,
29.1373,0.742488,11151.7,
29.8939,0.739875,11044.2,
29.8939,0.737239,11129,
29.8939,0.73604,11156.7,
29.8939,0.725574,11093.3,
65.3765,0.725384,10899.4,
70.5047,0.725384,11045.7,
85.9195,0.720426,10974.8,
93.8378,0.702696,10988,
100.248,0.70753,10922.6,
106.349,0.705926,10976.2,
106.349,0.690984,10867.9,
156.916,0.692869,10861.8,
183.546,0.687847,10954.3,
193.517,0.687402,10992.8,
196.323,0.687402,11010.4,
206.564,0.674333,11002.8,
207.871,0.676331,11028.1,
218.758,0.672958,11052.7,
216.736,0.680882,11025.6,
220.334,0.66809,10928.6,
234.164,0.674352,10935.8,
227.379,0.675752,11161.4,
268.645,0.676065,11193.8,
275.938,0.676065,11026.9,
276.496,0.675502,11326.1,
295.422,0.663996,11334.5,
297.037,0.654093,11428.9,
297.329,0.654349,11560.7,
294.874,0.654349,11633.4,
294.779,0.654973,11818,
294.972,0.650555,12023.7,
293.259,0.648799,11830.9,
292.998,0.641479,12395.1,
548.58,0.0494678,502.737,
549.29,0.0507894,523.726,
549.29,0.0507894,546.46,
549.289,0.0507903,570.831,
549.289,0.0507903,595.422,
549.289,0.0507903,620.754,
549.289,0.0507903,648.11,
549.289,0.0507903,676.796,
549.289,0.0507903,706.44,
549.29,0.0507894,737.503,
549.29,0.0507894,770.755,
549.289,0.0507903,812.042,
549.289,0.0507903,901.881,
0,1,14162.3,
0,1,15501.8,
0,1,15482.3,
24.6299,0.740524,11334.1,
27.0386,0.74488,11202.7,
