6039.65,-2462.59,0.000280104,19.8616,-2.83524,-0.000161504,0.000636153,4,-1.75098,6039.65,-2403.92,4.3,1.776,0.00703374,20,-0.0454025,1.76853e-05,0.000406795,6043.15,-2491.92,4.3,1.776,0.00703374,20,-0.0454025,1.76853e-05,0.000406795,
6039.65,-2459.31,-0.0417076,19.488,-1.59831,0.0019001,0.00269776,4,-1.74737,6039.65,-2400.59,4.3,1.776,0.00154233,20,-0.026876,2.67452e-06,0.000696831,6043.15,-2488.59,4.3,1.776,0.00154233,20,-0.026876,2.67452e-06,0.000696831,
6039.63,-2456.08,-0.0891607,19.3465,-0.0535651,0.00436475,0.00516241,4,-1.73605,6039.65,-2397.26,4.3,1.776,-0.0014121,20,-0.013438,-7.98306e-07,0.000855737,6043.15,-2485.26,4.3,1.776,-0.0014121,20,-0.013438,-7.98306e-07,0.000855737,
6039.62,-2452.85,-0.131179,19.3784,0.370784,0.00656953,0.00736719,4,-1.71722,6039.65,-2393.92,4.3,1.776,-0.00264308,20,-0.00466465,-5.9832e-07,0.00092464,6043.15,-2481.92,4.3,1.776,-0.00264308,20,-0.00466465,-5.9832e-07,0.00092464,
6039.59,-2449.62,-0.163139,19.4607,0.597189,0.00824037,0.00903802,4,-1.69229,6039.65,-2390.59,4.3,1.776,-0.00282806,20,0.000402502,5.70499e-08,0.00093811,6043.15,-2478.59,4.3,1.776,-0.00282806,20,0.000402502,5.70499e-08,0.00093811,
6039.56,-2446.37,-0.184776,19.5707,0.713166,0.00935187,0.0101495,4,-1.663,6039.65,-2387.26,4.3,1.776,-0.00246859,20,0.00283115,3.56127e-07,0.000922136,6043.15,-2475.26,4.3,1.776,-0.00246859,20,0.00283115,3.56127e-07,0.000922136,
6039.53,-2443.09,-0.19775,19.6948,0.769433,0.00999262,0.0107903,4,-1.63092,6039.65,-2383.92,4.3,1.776,-0.00189902,20,0.00357094,3.49691e-07,0.000894241,6043.15,-2471.92,4.3,1.776,-0.00189902,20,0.00357094,3.49691e-07,0.000894241,
6039.5,-2439.8,-0.204348,19.8248,0.786555,0.0102884,0.011086,4,-1.5973,6039.65,-2380.59,4.3,1.776,-0.00131766,20,0.00336074,2.30828e-07,0.000865035,6043.15,-2468.59,4.3,1.776,-0.00131766,20,0.00336074,2.30828e-07,0.000865035,
6039.46,-2436.49,-0.206757,19.9554,0.776868,0.0103593,0.011157,4,-1.563,6039.65,-2377.26,4.3,1.776,-0.000823985,20,0.00271688,1.18084e-07,0.000839763,6043.15,-2465.26,4.3,1.776,-0.000823985,20,0.00271688,1.18084e-07,0.000839763,
6039.43,-2433.15,-0.206736,20.0827,0.748339,0.0103019,0.0110995,4,-1.52853,6039.65,-2373.92,4.3,1.776,-0.00045284,20,0.00196317,4.76617e-08,0.00082057,6043.15,-2461.92,4.3,1.776,-0.00045284,20,0.00196317,4.76617e-08,0.00082057,
6039.39,-2429.79,-0.205541,20.2041,0.706511,0.0101846,0.0109822,4,-1.49419,6039.65,-2370.59,4.3,1.776,-0.000201671,20,0.0012766,1.42308e-08,0.000807457,6043.15,-2458.59,4.3,1.776,-0.000201671,20,0.0012766,1.42308e-08,0.000807457,
6039.36,-2426.41,-0.203976,20.3178,0.655509,0.0100509,0.0108486,4,-1.46009,6039.65,-2367.26,4.3,1.776,-4.99272e-05,20,0.000733485,2.27937e-09,0.00079947,6043.15,-2455.26,4.3,1.776,-4.99272e-05,20,0.000733485,2.27937e-09,0.00079947,
6039.33,-2423.02,-0.202381,20.4097,0.398555,0.00992587,0.0107235,4,-1.42625,6039.65,-2363.96,4.3,1.776,2.92309e-05,19.5,0.000348136,-3,0.000795178,6043.15,-2451.92,4.3,1.776,2.84912e-05,20,0.000348286,-3.95069e-10,0.000795178,
6039.29,-2419.61,-0.179686,20.4461,0.029144,0.00895372,0.00975137,4,-1.39411,6039.65,-2360.76,4.3,1.776,5.87402e-05,19,9.97498e-05,-3,0.000793271,6043.15,-2448.59,4.3,1.776,5.82188e-05,20,0.000102736,-2.90262e-10,0.000793509,
6039.27,-2416.21,-0.135766,20.4184,-0.367878,0.00687506,0.00767272,4,-1.36806,6039.65,-2357.63,4.3,1.776,5.93542e-05,18.5,-3.62416e-05,-3,0.000793152,6043.15,-2445.26,4.3,1.776,5.92068e-05,20,-3.46111e-05,1.03459e-10,0.00079339,
6039.25,-2412.81,-0.0893111,20.3243,-0.760916,0.0046114,0.00540905,4,-1.34974,6039.65,-2354.59,4.3,1.776,4.60937e-05,18,-9.45647e-05,-3,0.000793629,6043.15,-2441.92,4.3,1.776,4.58943e-05,20,-9.66293e-05,2.29517e-10,0.000793986,
6039.24,-2409.44,-0.0495504,20.1671,-1.11846,0.00263383,0.00343149,4,-1.33862,6039.65,-2351.63,4.3,1.776,2.85805e-05,17.5,-0.000105525,-3,0.000794582,6043.15,-2438.59,4.3,1.776,2.76856e-05,20,-0.000111608,1.64877e-10,0.000794821,
