3422.25,6425.83,9187.26,11852.8,14468.1,17048.6,19602,22135.5,24689.5,26046.2,26504.4,27274.8,28410.4,29746,31202.2,32888.4,34746.9,36668.9,38618.8,40590.7,42595.5,44655,46783.6,48975.5,51558.7,54396.6,57436.4,60602.6,63838.4,67127.1,70483.2,73932.5,77500.4,81207,85069.3,89112.1,93338.4,97754.6,102377,107226,112260,117397,122606,127873,133163,138406,143553,148635,153759,159082,164769,
3399.85,6382.54,9121.92,11766.4,14360.2,16918.4,19448.7,21958.2,24486.1,25826.4,26275.5,27032.9,28151.5,29468.6,30904.1,32567.4,34400.5,36295.2,38217,40159.6,42133.9,44161.1,46255.2,48410.7,50951.6,53743.3,56732.3,59843.8,63021.6,66249.3,69541.2,72922.3,76416.6,80044,83820.8,87770.9,91896.4,96202.2,100704,105418,110303,115275,120300,125365,130431,135424,140292,145058,149823,154733,159955,
3373.38,6332.77,9052.11,11675.5,14247.8,16784.1,19291.9,21778,24282.1,25607,26047.2,26793.5,27897.4,29196.5,30612.8,32253.4,34061.4,35930.2,37824.7,39738.9,41683.7,43679.9,45741.7,47863.1,50364.9,53112.6,56053.5,59113.7,62237.3,65407.9,68639.2,71956,75382.2,78936.5,82634.4,86499.4,90532.4,94737.4,99128,103720,108470,113294,118154,123039,127908,132684,137314,141812,146272,150836,155663,
3353.23,6293.87,8993.35,11597.9,14150.9,16667.4,19154.7,21619.5,24100.5,25410.9,25843.3,26578.2,27667.2,28950.2,30348.3,31968.9,33754.8,35599.6,37469.6,39358.3,41276.4,43244.5,45276.2,47365.8,49830.9,52538.3,55435.2,58447.9,61521.4,64639.3,67815.5,71073.8,74437,77924,81549.3,85336.2,89284.5,93397.4,97688,102169,106798,111488,116204,120929,125626,130214,134638,138909,143114,147387,151880,
3331.56,6252.7,8933.71,11519.7,14054,16551.2,19018.7,21463,23922.5,25219.3,25644.2,26369,27444.6,28712,30093.2,31694.4,33458.8,35281,37127.4,38991.6,40884.2,42825.6,44829,46889,49319.7,51989.1,54844.3,57812.4,60838.9,63907.5,67031.8,70235,73539.8,76964.2,80522.3,84236.8,88107.1,92135.3,96333.3,100713,105231,109801,114385,118968,123511,127933,132177,136251,140237,144261,148471,
3308.32,6209.13,8872.9,11440.8,13956.7,16435.2,18883.5,21308.1,23747.6,25031.5,25449.3,26164.9,27228.5,28481,29846.4,31428.6,33172.1,34972.9,36796.6,38637.3,40505.6,42421.4,44398.3,46430.3,48828.7,51462,54277.8,57204,60186.3,63208.6,66283.8,69435.3,72685.5,76051.6,79547.2,83194.6,86992.6,90942.4,95054.5,99341,103757,108218,112682,117136,121540,125816,129901,133802,137596,141408,145374,
3288.55,6171.62,8818.6,11369.8,13868.7,16329.9,18760.4,21166.6,23586.8,24858.6,25269.9,25976.5,27028.2,28267,29617.3,31182.3,32906.9,34687.5,36490.4,38309.5,40155.2,42047.4,43999.3,46005.1,48373.1,50972.9,53752.1,56639,59580,62559.1,65589,68692.6,71891.9,75203.8,78641.4,82226.5,85957.5,89835,93868.6,98069.4,102393,106754,111109,115447,119728,123871,127816,131566,135195,138822,142579,
3269.64,6135.75,8766.71,11301.9,13784.8,16229.4,18643,21031.7,23433.7,24694.1,25099.2,25797.4,26837.9,28063.8,29399.8,30948.6,32655.2,34416.9,36200,37998.8,39823.2,41693.1,43621.5,45602.5,47942,50510.2,53254.9,56105,59007.2,61945.7,64933,67991.7,71143.5,74404.7,77788,81315.2,84983.9,88794.2,92755.1,96876.9,101115,105384,109640,113872,118041,122067,125887,129503,132986,136451,140027,
3251.53,6101.43,8717.08,11237.1,13704.5,16133.5,18530.9,20903,23287.6,24537.2,24936.6,25626.9,26656.8,27870.4,29193,30726.4,32416,34159.8,35924.4,37703.8,39508.2,41357,43263.2,45220.9,47533.5,50071.9,52783.9,55599.3,58465,61365.3,64312.6,67329.2,70436.4,73650.1,76982.8,80455.7,84066.4,87814.1,91707.5,95756,99914.8,104100,108264,112401,116468,120387,124094,127591,130945,134268,137684,
3234.17,6068.54,8669.56,11175,13627.7,16041.7,18423.8,20780.2,23148.3,24387.6,24781.5,25464.3,26484.2,27686.2,28996.2,30515,32188.5,33915.3,35662.2,37423.4,39208.8,41037.7,42923,44858.6,47145.7,49655.9,52337.2,55119.8,57951,60815.4,63725,66702,69767.2,72936.3,76221.5,79643.8,83200.2,86889.6,90720,94700.4,98785.9,102893,106974,111021,114996,118818,122424,125813,129053,132250,135525,
3219.99,6041.11,8627.76,11119.9,13559.1,15959.2,18327.1,20668.8,23020.8,24250.5,24639.5,25314.7,26324.5,27515.9,28813.7,30319.4,31978.3,33689.2,35419.9,37164.3,38932.1,40742.6,42608,44522.7,46785.6,49269.6,51922.2,54673.9,57472.8,60303.4,63178,66118.1,69143.9,72271.3,75512,78886.7,82392.4,86027.3,89799.7,93716.9,97734.8,101769,105773,109740,113631,117364,120878,124172,127309,130394,133544,
3201.54,6006.76,8580.34,11058.6,13483.8,15869.8,18223.3,20550.3,22887.6,24108,24492,25161,26162.4,27343,28629.4,30121.3,31765.1,33460.5,35174.9,36902.4,38652.7,40444.9,42291.4,44186.3,46426.4,48884.7,51509.3,54231.5,56999.4,59797.6,62638.2,65542.5,68531,71618.8,74817.4,78147.3,81605.1,85188.8,88905.4,92763.2,96717,100684,104616,108507,112318,115970,119400,122605,125649,128632,131671,
3188.63,5981.82,8542.1,11008.2,13421.1,15794.5,18135,20448.6,22771.3,23983,24362.6,25024.8,26017,27188.1,28463.5,29943.6,31574.2,33255.3,34955.1,36667.4,38402,40177.5,42006.2,43882.3,46100.7,48535.3,51134.2,53828.7,56567.6,59335.6,62144.9,65016.3,67969.8,71020.4,74179.4,77467.3,80880.3,84416.1,88081.9,91884.3,95778.8,99683,103549,107371,111111,114689,118042,121168,124128,127020,129959,
3171.41,5949.78,8498.12,10951.4,13351.4,15711.8,18039.2,20339.3,22648.7,23852,24227.1,24883.6,25868.3,27029.6,28294.8,29762.3,31379.1,33046.3,34731.2,36428.2,38146.9,39905.9,41717.5,43575.7,45773.4,48184.9,50758.6,53426.4,56137.3,58876.3,61655,64494.5,67414.5,70429.8,73551.3,76799.4,80169.9,83660.3,87276.9,91027.1,94865.9,98711.3,102514,106271,109943,113452,116734,119786,122668,125478,128326,
3157.2,5922.91,8459.38,10900.9,13289.1,15637.5,17952.6,20240.2,22536.6,23731.8,24102.9,24753.6,25730.6,26882.8,28138.2,29594.4,31198.7,32852.6,34523.9,36206.8,37910.7,39654.3,41449.7,43291,45469,47858.8,50408.8,53051.4,55736.1,58447.6,61197.7,64007.3,66895.7,69877.6,72963.8,76174.3,79504.9,82952.6,86523.6,90224.7,94011.4,97801.7,101547,105243,108853,112298,115515,118500,121312,124047,126812,
3145.93,5901.1,8425.75,10856.6,13234,15571.3,17875.1,20151.1,22434.6,23622.3,23989.6,24634.5,25603.5,26747.5,27993.3,29439.4,31032.3,32673.8,34332.5,36002.4,37692.8,39422.1,41202,43027.1,45186.4,47555.8,50083.7,52702.6,55362.3,58048,60771.4,63552.9,66411.6,69362,72414.7,75589.7,78882.6,82290.2,85818.7,89473.9,93211.6,96950.4,100642,104282,107835,111221,114378,117303,120051,122717,125408,
3422.3,6425.87,9187.44,11852,14467.7,17046.8,19600.7,22140.2,24712.9,27378.5,30114,32901.6,35248.7,37387.9,39471.4,41493.3,43453.8,45374,47890.7,51213.5,54635.7,58221,62035.8,65937.3,69936.4,73943.8,77961.4,81842.2,85616,89340.8,93059.1,96800,100587,104444,108396,112469,116696,121093,125690,130532,135673,141171,147105,153636,160864,169002,178358,189509,203499,221466,235589,225730,215593,207749,201418,196542,193085,190881,189703,189328,189501,189945,190726,191858,193334,195127,197221,199603,202270,205235,208510,212126,216129,220569,225520,231078,237359,244511,252673,261851,271423,278682,277916,266306,248518,229556,211669,195413,180767,167547,
3397.23,6378.13,9118.1,11761,14354.6,16910.8,19441.2,21956.2,24503.1,27140.9,29846.6,32602.7,34962.3,37129.8,39242.7,41312,43338.3,45318.1,47857.8,51175.3,54596,58183.7,62003.2,65793.7,69658.8,73514.4,77351.8,81052.9,84655.9,88219,91785.4,95380.9,99027.1,102743,106548,110464,114519,118723,123099,127686,132518,137646,143123,149074,155563,162720,170730,179960,191143,205685,226162,251391,233313,219908,210557,203817,199095,195975,194104,193186,192922,192996,193460,194313,195531,197082,198938,201081,203498,206192,209176,212468,216101,220115,224566,229523,235085,241368,248511,256656,265815,275367,282644,281978,270420,252645,233712,215808,199532,184877,
3374.88,6335.25,9054.54,11677.8,14250,16784.3,19292.1,21783.6,24305.3,26917.3,29594.6,32320.6,34695.4,36909,39088.9,41227.2,43312.8,45336.9,47895.8,51215.7,54643.8,58243.1,62077.7,65717.1,69429.4,73118.9,76772.9,80299.7,83744.1,87163.8,90598.2,94070.1,97596.1,101193,104875,108660,112572,116617,120810,125181,129760,134585,139702,145200,151119,157532,164546,172382,181512,192778,207817,232247,253664,224643,207655,196116,188046,182414,178554,176008,174332,173082,172296,171949,171982,172332,172950,173793,174834,176055,177447,179002,180723,182613,184680,186936,189395,192075,195003,198209,201730,205619,209933,214759,220202,226390,233460,241533,250389,258574,
3350.66,6289.55,8989.57,11592.5,14145.3,16659.7,19146.9,21617,24116.7,26703.7,29355.3,32053.8,34483.5,36775.7,39023.9,41218.1,43347,45404.1,47980,51309.5,54751.6,58369.5,62197.7,65657,69194.8,72708.1,76182.1,79548.1,82852,86147.8,89470.7,92839.2,96266.1,99763.9,103343,107018,110809,114717,118755,122947,127316,131893,136713,141844,147309,153146,159410,166240,173936,183030,194410,211491,222275,239724,263675,230481,211981,198955,189102,181475,175855,172367,171236,171165,174456,179586,184109,187507,189615,190610,190963,190956,190754,190448,189948,189277,188623,188087,187933,187952,187994,188216,189242,191557,194918,198754,202459,205514,207571,208441,
3331.97,6254.65,8935.64,11520.5,14054.8,16550.2,19017.9,21467.8,23945.1,26508.5,29135.4,31808,34304.4,36679.6,38995.8,41243.6,43414.2,45503.2,48098.1,51439.7,54899.5,58540.3,62307.6,65578.5,68931.3,72270,75580.8,78807,81993.6,85188.2,88419.6,91703,95047.5,98461,101952,105531,109217,113009,116914,120951,125141,129508,134079,138907,144002,149383,155066,161138,167812,175454,184603,197739,201831,204883,213689,231473,259267,299198,339333,345197,339505,332594,326681,322442,320189,319824,319035,320765,325837,332507,339247,344736,349087,352539,355315,357615,359587,360898,361880,362880,364530,366495,368393,370035,371207,369743,365143,358273,350460,342983,
3308.31,6209.1,8873,11439.9,13955.9,16432.7,18881.2,21311.4,23769,26310.8,28914.3,31561.9,34118.8,36572.2,38953.3,41254.2,43467.3,45589.8,48204.2,51558.9,55036.4,58700.3,62356.2,65416.5,68581.6,71757.8,74926,78035.5,81125.5,84235.9,87392.4,90603.9,93877.3,97217.9,100630,104126,107720,111407,115193,119095,123129,127315,131675,136250,141040,146049,151269,156755,162671,169286,176979,187444,188488,186607,186444,188010,190693,200493,225200,254190,288459,324515,343470,344684,341904,339843,338329,338314,341955,347520,353650,359109,363893,368185,372137,375892,379551,382933,386101,389371,393207,397400,401582,405450,408857,410147,408397,404040,398080,391691,
3288.54,6171.59,8818.69,11368.8,13867.9,16327.3,18757.9,21169.6,23607.8,26128.9,28710.3,31334.6,33943.3,36469.3,38914.4,41270.1,43527.7,45687.3,48324,51692.4,55189.1,58876.5,62360.9,65200.1,68188.3,71221,74270.5,77285,80296.8,83340.7,86435.2,89586.9,92798.9,96075.5,99420.6,102841,106353,109947,113629,117412,121309,125337,129514,133874,138408,143111,147959,152987,158321,164182,170860,179839,179255,175265,172064,169490,167013,170255,184983,201067,218804,238461,260387,283723,304207,315461,318771,319464,321470,324675,328452,331975,335225,338305,341310,344312,347378,350351,353269,356367,360009,364080,368169,372176,375879,377908,377495,374895,370835,366224,
3269.63,6135.72,8766.8,11301,13783.8,16226.7,18640.4,21034.5,23454.3,25955.8,28516.3,31118.5,33769.9,36362.3,38869.5,41280.5,43585.8,45785.4,48446.2,51829.5,55344.8,59055.9,62442.7,65017.4,67815.3,70705.6,73642.8,76570.4,79512.3,82495.4,85534.3,88632.2,91791,95012,98296.3,101650,105089,108601,112191,115869,119648,123541,127562,131737,136056,140501,145043,149701,154581,159874,165815,173761,172205,167115,162490,158198,153830,154667,165660,177330,189727,202882,217003,232469,249411,267390,284662,297958,306434,311458,314722,316968,318800,320561,322405,324407,326626,328913,331286,333917,337093,340706,344385,348033,351441,353448,353389,351434,348153,344301,
3251.52,6101.39,8717.16,11236.1,13703.5,16130.6,18528.1,20905.7,23308,25790.8,28331.4,30912.7,33598.8,36249.3,38815.5,41282.2,43637.6,45879.9,48567.4,51964.7,55499.4,59233.2,62349.6,64714.6,67364.7,70146.8,73001.6,75865,78754,81689.8,84683.6,87736.2,90847.6,94017,97246.2,100539,103911,107348,110854,114437,118110,121881,125764,129778,133912,138139,142424,146778,151293,156137,161519,168707,168146,162402,157008,151880,146642,146382,155658,165375,175438,185850,196792,208569,221449,235517,251161,267845,283737,295823,302829,305979,307311,308111,308921,309981,311365,312896,314674,316803,319547,322669,325872,329038,331857,333217,332716,330579,327346,323710,
3234.69,6069.39,8670.42,11174.6,13627.2,16039.2,18421.1,20782.7,23168.1,25633.9,28155.6,30716.9,33431.7,36133.1,38753.8,41274.7,43680.4,45968.7,48683.4,52095.2,55648.1,59405,62262.5,64437.8,66938.9,69616.3,72392.8,75196.3,78036.2,80929.3,83882.3,86893.8,89961.5,93085.1,96263.5,99501.8,102813,106183,109613,113112,116690,120354,124116,127990,131963,136004,140074,144174,148391,152876,157819,164430,163391,157241,151375,145730,139972,138976,146985,155282,163765,172397,181304,190729,200886,211904,224419,238685,254589,271060,286016,296530,301600,303151,303375,303474,303869,304525,305546,307017,309161,311744,314468,317216,319684,320843,320314,318278,315220,311766,
