-2462.61,6039.65,-0.00595396,19.4299,-8.21479,0.000190641,0.000988297,4,-1.74981,-2433.92,6039.65,4.3,1.776,0.00703374,20.0,-0.0454025,1.76853e-05,0.000406795,-2491.98,6043.15,4.3,1.776,0.00682135,19.6,-0.0447067,1.72587e-05,0.000410252,
-2459.47,6039.64,-0.043034,18.326,-5.05265,0.00210824,0.0029059,4,-1.74564,-2430.59,6039.65,4.3,1.776,0.00154233,20.0,-0.026876,2.67452e-06,0.000696831,-2488.72,6043.15,4.3,1.776,0.00144501,19.6,-0.0262136,2.51691e-06,0.000700288,
-2456.47,6039.63,-0.0883387,17.7847,-1.9527,0.00470271,0.00550037,4,-1.73432,-2427.26,6039.65,4.3,1.776,-0.0014121,20.0,-0.013438,-7.98306e-07,0.000855737,-2485.45,6043.15,4.3,1.776,-0.00141609,19.6,-0.0129428,-7.92667e-07,0.000857525,
-2453.52,6039.61,-0.129545,17.561,-0.873703,0.00715115,0.00794881,4,-1.7157,-2423.92,6039.65,4.3,1.776,-0.00264308,20.0,-0.00466465,-5.9832e-07,0.00092464,-2482.18,6043.15,4.3,1.776,-0.00258641,19.6,-0.00437104,-5.60553e-07,0.00092452,
-2450.6,6039.59,-0.161246,17.4633,-0.34922,0.0090678,0.00986546,4,-1.69106,-2420.59,6039.65,4.3,1.776,-0.00282806,20.0,0.000402502,5.70499e-08,0.00093811,-2478.92,6043.15,4.3,1.776,-0.00274222,19.6,0.000518967,7.28372e-08,0.00093668,
-2447.7,6039.56,-0.182802,17.4315,-0.0558189,0.0103796,0.0111772,4,-1.66208,-2417.26,6039.65,4.3,1.776,-0.00246859,20.0,0.00283115,3.56127e-07,0.000922136,-2475.65,6043.15,4.3,1.776,-0.00237789,19.6,0.00282021,3.48913e-07,0.000919991,
-2444.79,6039.53,-0.195808,17.4379,0.119734,0.011168,0.0119657,4,-1.63032,-2413.92,6039.65,4.3,1.776,-0.00189902,20.0,0.00357094,3.49691e-07,0.000894241,-2472.38,6043.15,4.3,1.776,-0.0018189,19.6,0.00348556,3.33794e-07,0.000892096,
-2441.88,6039.5,-0.202559,17.4675,0.228083,0.0115681,0.0123658,4,-1.59701,-2410.59,6039.65,4.3,1.776,-0.00131766,20.0,0.00336074,2.30828e-07,0.000865035,-2469.12,6043.15,4.3,1.776,-0.00125557,19.6,0.00324506,2.16831e-07,0.000863128,
-2438.97,6039.46,-0.205235,17.5115,0.29534,0.011712,0.0125096,4,-1.56297,-2407.26,6039.65,4.3,1.776,-0.000823985,20.0,0.00271688,1.18084e-07,0.000839763,-2465.85,6043.15,4.3,1.776,-0.000781451,19.6,0.00260165,1.09483e-07,0.000838451,
-2436.05,6039.43,-0.205567,17.5644,0.336276,0.0117066,0.0125043,4,-1.52872,-2403.92,6039.65,4.3,1.776,-0.00045284,20.0,0.00196317,4.76617e-08,0.00082057,-2462.58,6043.15,4.3,1.776,-0.000427713,19.6,0.00186603,4.36815e-08,0.000819736,
