7.64031,0.622174,nan,22
7.64031,0.61575,nan,15
7.64031,0.618217,nan,9
7.64031,0.594229,nan,6
7.64031,0.605395,nan,7
7.64031,0.179506,nan,1
0,1,nan,46
7.64031,0.632313,nan,16
7.64031,0.617626,nan,10
7.64031,0.611499,nan,11
7.64031,0.19003,nan,1
7.64031,0.617538,nan,8
7.64031,0.629369,nan,16
0,1,nan,38
7.64031,0.60601,nan,37
7.64031,0.616618,nan,10
7.64031,0.179834,nan,1
7.64031,0.62517,nan,22
7.64031,0.179834,nan,1
7.64031,0.623059,nan,22
7.64031,0.61575,nan,15
7.64031,0.612948,nan,11
0,1,nan,97
7.64031,0.622725,nan,22
7.64031,0.604547,nan,9
7.64031,0.609822,nan,31
7.64031,0.608104,nan,7
7.64031,0.150776,nan,1
7.64031,0.150776,nan,1
7.64031,0.606519,nan,30
7.64031,0.625937,nan,18
7.64031,0.602907,nan,11
7.64031,0.610767,nan,8
7.64031,0.627156,nan,9
7.64031,0.151061,nan,1
7.64031,0.604693,nan,43
7.64031,0.616336,nan,17
7.64031,0.641835,nan,9
7.64031,0.617786,nan,9
7.64031,0.61414,nan,16
7.64031,0.601759,nan,10
7.64031,0.605696,nan,48
7.64031,0.151061,nan,1
7.64031,0.60393,nan,23
7.64031,0.827374,nan,8
7.64031,0.624838,nan,17
7.64031,0.150776,nan,1
0,1,nan,71
7.64031,0.150776,nan,1
7.64031,0.605552,nan,17
7.64031,0.604932,nan,36
7.64031,0.605611,nan,11
7.64031,0.605165,nan,17
7.64031,0.608283,nan,7
7.64031,0.100707,nan,1
7.64031,0.613828,nan,9
7.64031,0.608838,nan,20
0,1,nan,45
7.64031,0.111306,nan,1
7.64031,0.605611,nan,11
7.64031,0.605848,nan,13
7.64031,0.603426,nan,12
7.64031,0.603011,nan,13
7.64031,0.609275,nan,23
7.64031,0.609486,nan,51
7.64031,0.60393,nan,16
7.64031,0.613828,nan,11
0,1,nan,69
7.64031,0.726116,nan,56
7.64031,0.114123,nan,1
7.64031,0.746404,nan,15
7.64031,0.615151,nan,55
7.64031,0.937116,nan,45
7.64031,0.605848,nan,13
7.64031,0.603608,nan,7
7.64031,0.594416,nan,20
7.64031,0.0611437,nan,1
7.64031,0.598792,nan,11
0,1,nan,50
7.64031,0.615469,nan,47
7.64031,0.604693,nan,23
7.64031,0.0611437,nan,1
7.64031,0.60644,nan,10
0,1,nan,60
7.64031,0.605323,nan,25
7.64031,0.60175,nan,13
7.64031,0.0611437,nan,1
7.64031,0.0789778,nan,1
7.64031,0.60644,nan,10
7.64031,0.605696,nan,27
7.64031,0.597672,nan,11
7.64031,0.0789778,nan,1
7.64031,0.592193,nan,17
7.64031,0.594709,nan,31
7.64031,0.600346,nan,19
7.64031,0.604351,nan,13
7.64031,0.591765,nan,14
0,1,nan,99
7.64031,0.606188,nan,29
7.64031,0.0287735,nan,1
7.64031,0.616811,nan,6
0,1,nan,56
7.64031,0.613577,nan,12
7.64031,0.611704,nan,21
7.64031,0.616446,nan,22
7.64031,0.613577,nan,50
7.64031,0.613577,nan,9
7.64031,0.0287209,nan,1
7.64031,0.902939,nan,25
7.64031,0.609061,nan,22
7.64031,0.613577,nan,50
7.64031,0.0287735,nan,1
7.64031,0.613577,nan,11
7.64031,0.996684,nan,62
7.64031,0.616002,nan,17
7.64031,0.613577,nan,12
7.64031,0.607874,nan,27
7.64031,0.606902,nan,17
7.64031,0.61328,nan,12
7.64031,0.613577,nan,32
0,1,nan,41
7.64031,0.606902,nan,19
7.64031,0.0393892,nan,1
0,1,nan,47
7.64031,0.575622,nan,107
7.64031,0.0257229,nan,76
7.64031,0.59813,nan,12
7.64031,0.610413,nan,7
0,1,nan,30
7.64031,0.613255,nan,9
7.64031,0.612778,nan,14
7.64031,0.614308,nan,29
7.64031,0.623494,nan,14
7.64031,0.0249319,nan,76
7.64031,0.622486,nan,14
7.64031,0.614308,nan,29
7.64031,0,nan,0
7.64031,0.027055,nan,63
7.64031,0,nan,0
7.64031,0,nan,0
7.64031,0,nan,0
0,1,nan,44
7.64031,0,nan,0
7.64031,0.59813,nan,12
7.64031,0.623494,nan,14
7.64031,0.776059,nan,28
0,1,nan,41
7.64031,0.730374,nan,37
7.64031,0.914147,nan,25
7.64031,0.614308,nan,24
7.64031,0.599494,nan,8
7.64031,0.0257032,nan,76
7.64031,0.927656,nan,32
7.64031,0.0240327,nan,11
7.64031,0.76627,nan,59
7.64031,0,nan,0
7.64031,0.0260447,nan,60
7.64031,0.622954,nan,9
7.64031,0.622954,nan,9
7.64031,0.607632,nan,35
7.64031,0.611044,nan,16
7.64031,0,nan,0
7.64031,0.611044,nan,16
7.64031,0.600021,nan,12
7.64031,0.602872,nan,22
7.64031,0.612969,nan,37
7.64031,0.603178,nan,13
7.64031,0.0277767,nan,53
7.64031,0,nan,0
7.64031,0.605724,nan,44
7.64031,0,nan,0
7.64031,0.761379,nan,38
0,1,nan,56
7.64031,0.75605,nan,33
7.64031,0.612316,nan,15
7.64031,0.612316,nan,15
7.64031,0.756228,nan,58
7.64031,0,nan,0
7.64031,0.611044,nan,9
7.64031,0.0267809,nan,49
7.64031,0.612969,nan,30
7.64031,0.599472,nan,10
0,1,nan,84
7.64031,0,nan,0
7.64031,0.612504,nan,17
7.64031,0.0285928,nan,52
7.64031,0.59442,nan,10
7.64031,0.8708,nan,45
