3692.13,3609.58,3518.94,3421.16,3317.1,3208.31,3095.59,2980.48,2864.03,2747.1,2630.94,2516.54,1871.54,1750.63,1631.65,1513.91,1398.27,1292.3,1230.81,1169.14,1107.73,1046.26,984.474,922.504,859.693,795.922,703.419,597.79,1745.78,1687.42,1629.51,1572.39,1516.38,1461.5,1407.92,1356.78,1308.05,1261.6,1217.28,1174.97,1134.62,1096.22,1059.64,1024.83,991.745,
3781.55,3696.6,3603.18,3502.1,3394.61,3282.15,3165.58,3046.38,2925.93,2805.12,2685.02,2566.68,1917.67,1793.3,1670.86,1549.96,1431.42,1322.96,1260.31,1197.72,1135.53,1073.42,1011.13,948.753,885.67,821.854,728.392,621.707,1769.05,1709.57,1650.49,1592.24,1535.13,1479.22,1424.64,1372.59,1322.99,1275.66,1230.55,1187.48,1146.42,1107.36,1070.14,1034.74,1001.1,
3881.92,3794.44,3698.03,3593.54,3482.26,3365.72,3244.83,3121.17,2996.2,2870.73,2746.17,2623.59,1970.09,1841.59,1715.34,1590.98,1469.15,1357.9,1293.9,1230.1,1166.99,1104.16,1041.38,978.588,915.252,851.244,756.897,648.905,1794.34,1733.57,1673.21,1613.71,1555.39,1498.31,1442.64,1389.55,1338.95,1290.73,1244.74,1200.85,1159,1119.19,1081.29,1045.27,1011.04,
3994.98,3904.82,3805.18,3697.11,3581.61,3460.5,3334.75,3206.19,3076.07,2945.42,2815.74,2688.2,2029.61,1896.53,1766.06,1637.55,1511.99,1397.56,1331.99,1266.91,1202.72,1139.04,1075.52,1012.27,948.693,884.635,789.154,679.904,1821.84,1759.58,1697.81,1636.94,1577.28,1518.89,1462.01,1407.77,1356.11,1306.88,1259.92,1215.12,1172.43,1131.83,1093.2,1056.47,1021.59,
4117.41,4023.91,3920.32,3807.54,3687.06,3560.59,3429.2,3294.66,3158.69,3022.2,2886.82,2753.76,2089.64,1951.5,1816.29,1683.39,1553.82,1435.96,1368.69,1302.23,1236.81,1172.3,1108.02,1044.17,980.168,915.966,819.267,708.567,1849.48,1785.8,1722.58,1660.29,1599.26,1539.59,1481.48,1426.11,1373.35,1323.08,1275.16,1229.44,1185.88,1144.47,1105.08,1067.67,1032.13,
4258.41,4161.48,4053.7,3936.22,3810.2,3677.7,3539.87,3398.87,3256.13,3112.86,2970.82,2831.33,2160.81,2016.8,1876.09,1738.07,1603.82,1481.99,1412.66,1344.43,1277.69,1211.98,1146.84,1082.36,1017.97,953.516,855.572,743.38,1880.4,1814.99,1750.12,1686.23,1623.65,1562.46,1502.97,1446.27,1392.28,1340.86,1291.82,1245.08,1200.57,1158.26,1118.04,1079.83,1043.57,
4413.58,4312.38,4199.45,4075.8,3943.16,3803.52,3658.17,3509.21,3358.68,3207.66,3058.06,2911.32,2233.75,2083.17,1936.24,1792.73,1653.38,1527.22,1455.64,1385.51,1317.27,1250.34,1184.31,1119.03,1054.08,989.266,889.985,776.085,1911.67,1844.57,1778,1712.44,1648.26,1585.57,1524.65,1466.64,1411.38,1358.76,1308.63,1260.84,1215.33,1172.1,1131.02,1092.03,1055.03,
4593.94,4488.25,4369.74,4239.72,4099.58,3951.76,3797.65,3639.89,3480.2,3320.04,3161.53,3006.22,2320.4,2162.11,2008.12,1857.89,1712.55,1581.31,1506.99,1434.64,1364.55,1296.16,1228.86,1162.71,1097.19,1032.1,931.188,815.497,1946.7,1877.56,1809.04,1741.6,1675.61,1611.15,1548.61,1489.06,1432.39,1378.43,1327.02,1278.05,1231.45,1187.2,1145.18,1105.28,1067.47,
4796.07,4684.75,4559.34,4420.97,4271.76,4114.11,3949.63,3780.93,3610.5,3439.72,3270.92,3105.81,2410.72,2243.69,2081.65,1924.06,1772.11,1635.28,1557.94,1483.16,1410.98,1341.08,1272.46,1205.26,1138.96,1073.49,970.832,853.106,1982.34,1911.18,1840.64,1771.23,1703.34,1637.12,1572.9,1511.82,1453.67,1398.33,1345.64,1295.45,1247.72,1202.42,1159.4,1118.63,1079.97,
5033.78,4916.44,4783.39,4636.13,4476.43,4307.28,4130.48,3949.35,3766.1,3582.59,3401.43,3224.56,2518.5,2341.03,2169.38,2003.05,1843.24,1699.79,1618.74,1540.87,1466.31,1394.34,1324.16,1255.75,1188.63,1122.56,1018.04,898.137,2022.35,1948.76,1875.9,1804.26,1734.21,1665.9,1599.79,1536.91,1477.11,1420.21,1366.05,1314.5,1265.5,1219.03,1174.94,1133.13,1093.55,
