244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
247.368,258.747,270.223,280.635,289.048,297.702,306.238,307.452,315.05,327.339,334.406,335.713,342.171,346.472,355.046,353.369,354.002,121.005,126.962,132.085,125.021,119.072,115.198,102.218,89.4236,76.7203,292.208,293.158,298.291,296.588,301.309,281.312,234.372,233.704,232.52,267.188,347.467,351.19,354.163,355.995,357.368,359.614,361.109,362.823,359.48,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,325.477,331.672,334.679,339.807,348.007,352.265,351.093,353.522,129.804,130.275,135.873,128.674,121.564,117.646,104.774,92.8065,80.2842,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.308,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
244.238,255.505,267.313,279.101,289.997,293.86,301.984,310.098,318.775,324.972,331.671,334.679,339.807,348.007,352.265,351.093,353.522,129.804,131.22,135.873,129.221,121.564,117.646,105.649,92.9925,80.7022,292.198,292.648,296.078,301.009,300.873,280.446,235.307,233.703,233.121,267.236,349.311,350.715,353.685,355.549,357.372,359.622,361.117,364.857,359.481,
