-722.354,248.371,7.27982,0.174306,-1.46025,0.0238077,-1.54619,4,-1.62896,-653.07,255.275,4.3,1.776,-6.59151,0.0429644,-2.25288,0.0286688,1.56511,
-721.16,248.4,7.04993,0.176809,-1.31293,0.024968,-1.54503,4,-1.59961,-654.2,255.282,4.3,1.776,-6.96536,0.0467873,-2.23281,0.0200575,1.56489,
-720.003,248.43,6.83772,0.178157,-1.24198,0.0259553,-1.54404,4,-1.56997,-655.391,255.29,4.3,1.776,-7.3356,0.0492949,-2.20951,0.0124992,1.56487,
-718.881,248.46,6.63318,0.178756,-1.21731,0.0268548,-1.54315,4,-1.54016,-656.645,255.299,4.3,1.776,-7.70167,0.0507153,-2.18274,0.00646053,1.56499,
-717.792,248.49,6.43026,0.178778,-1.22012,0.0277109,-1.54229,4,-1.51032,-657.958,255.307,4.3,1.776,-8.06298,0.0513094,-2.15233,0.00201171,1.5652,
-716.737,248.519,6.2255,0.178321,-1.2379,0.0285518,-1.54145,4,-1.48051,-659.332,255.316,4.3,1.776,-8.4189,0.050884,-2.11814,-0.00657058,1.56551,
-715.717,248.549,6.01714,0.177459,-1.26211,0.0293983,-1.5406,4,-1.45081,-660.764,255.324,4.3,1.776,-8.76881,0.049312,-2.08001,-0.0103531,1.56593,
-714.732,248.577,5.80519,0.156698,-1.28708,0.0273975,-1.5426,4,-1.42266,-662.254,255.332,4.3,1.776,-9.11202,0.0476672,-2.03791,-0.00962309,1.56632,
-713.782,248.6,5.58953,0.123117,-1.30927,0.0225212,-1.54748,4,-1.39958,-663.801,255.34,4.3,1.776,-9.44789,0.0462955,-1.99186,-0.00769698,1.56666,
-712.869,248.618,5.37029,0.0961954,-1.32662,0.0182553,-1.55174,4,-1.38165,-665.403,255.347,4.3,1.776,-9.77576,0.0452483,-1.94194,-0.00578229,1.56694,
-711.992,248.633,5.14834,0.0827629,-1.33809,0.0161639,-1.55384,4,-1.36702,-667.059,255.355,4.3,1.776,-10.095,0.0444765,-1.88828,-0.00425758,1.56717,
-711.153,248.647,4.92476,0.0838595,-1.34334,0.0168074,-1.55317,4,-1.35329,-668.768,255.362,4.3,1.776,-10.4049,0.0439077,-1.82609,-0.00319611,1.56736,
-710.351,248.662,4.70067,0.0975595,-1.34044,0.0180456,-1.54971,4,-1.33884,-670.527,255.369,4.3,1.776,-10.7,0.0434611,-1.71551,-0.00261166,1.56752,
-709.586,248.679,4.47781,0.110114,-1.32849,0.0165633,-1.54576,4,-1.32485,-672.333,255.377,4.3,1.776,-10.9772,0.0430929,-1.61278,-0.00217837,1.56765,
-708.858,248.699,4.25751,0.120777,-1.30978,0.012119,-1.54206,4,-1.3139,-674.185,255.384,4.3,1.776,-11.2379,0.0427776,-1.51697,-0.00190026,1.56777,
-708.167,248.72,4.0406,0.135758,-1.28555,0.0067987,-1.537,4,-1.3068,-676.079,255.391,4.3,1.776,-11.4832,0.0424924,-1.42733,-0.00174926,1.56788,
-707.511,248.745,3.8278,0.155672,-1.25671,0.00149049,-1.53012,4,-1.3034,-678.012,255.398,4.3,1.776,-11.714,0.0422205,-1.34326,-0.00169065,1.56798,
-706.89,248.773,3.61976,0.179167,-1.22391,-0.00347478,-1.52148,4,-1.30322,-679.982,255.405,4.3,1.776,-11.9313,0.0419499,-1.26427,-0.00169368,1.56807,
-706.304,248.805,3.41708,0.204392,-1.18769,-0.00801634,-1.51133,4,-1.30571,-681.988,255.412,4.3,1.776,-12.1357,0.0416734,-1.18994,-0.0017348,1.56815,
